499.875	54.4761
599.909	60.5243
700.044	-145.747
799.989	67.5352
900.012	70.0814
1000.09	222.093
1100.08	73.8459
1199.91	75.3169
1299.98	76.4779
1399.97	77.4718
1499.99	78.278
1600.03	78.97
1700.05	79.5064
1800.07	230.034
1900.08	80.3434
2099.99	80.8183
2300.01	81.0995
2500.08	81.2035
2700.12	81.2117
2799.96	81.1649
2899.98	81.0038
3000	80.9539
3100.03	80.8486
3200.06	80.607
3300.08	80.526
3400.1	80.2954
3499.93	80.1074
3599.96	79.9814
3700	79.7412
3800.01	79.5402
3900.03	79.3804
4000.05	79.1384
4100.08	78.8952
4200.11	78.6164
4299.95	78.5198
4399.98	78.2082
4500	77.8974
4600.03	77.6934
4700.05	77.4027
4800.08	77.1141
4900.1	76.9054
5000.12	76.609
5099.96	76.2658
5199.97	76.1036
5300.01	75.7765
5500.06	75.2184
5700.11	74.7801
5899.98	74.091
6000.01	73.8288
6100.02	73.6063
6200.05	73.3134
6300.07	73.07
6400.09	72.7305
6500.12	72.5284
6599.96	72.2404
6699.98	71.9291
6800.01	71.7597
6900.03	71.2939
7000.05	71.0864
7100.08	70.8597
7200.11	70.6292
7300.13	70.2327
7399.98	70.0159
7499.99	69.7497
7600.03	69.5609
7700.05	69.1903
7800.07	68.8881
7900.1	68.7149
8000.13	68.4891
8199.98	67.9736
8400.04	67.4687
8600.09	66.8329
8700.11	66.5747
8800.13	66.506
8900.16	66.2239
8999.99	65.939
9100.02	65.7058
9200.05	65.5529
9300.07	65.1877
9400.1	64.955
9500.13	64.8811
9600.15	64.567
9699.99	64.3525
9800.01	64.0198
9900.04	63.8195
10000.1	63.6301
10100.1	63.32
10200.1	63.0961
10300.1	62.9337
10400.2	62.6495
10500	62.539
10600	62.3998
10700	62.1743
10900.1	61.771
11100.2	61.4302
11300	60.9186
11400	60.6058
11500.1	60.535
11600.1	60.3547
11700.1	60.2702
11800.1	59.8766
11900.2	59.7301
12000.2	59.4657
12100	59.4474
12200	59.1007
12300.1	59.0238
12400.1	58.7463
12500.1	58.7862
12600.2	58.5644
12700.2	58.3966
12800	58.1891
12900	58.032
13000.1	57.7281
13100.1	57.6721
13200.1	57.4791
13400.2	57.2681
13600	56.7916
13800.1	56.6283
13900.1	56.3448
14000.1	56.2262
14100.1	56.1824
14200.2	55.8916
14300.2	55.795
14400	55.6859
14500.1	55.5667
14600.1	55.2543
14700.1	55.1574
14800.1	55.1407
14900.2	54.7646
15000.2	54.5837
15100.2	54.8139
15200	54.479
15300.1	54.3042
15400.1	54.2502
15500.1	54.0317
15600.2	53.9488
15700.2	53.8127
15800.2	53.5855
15900	53.5242
16000.1	53.4082
16100.1	53.2567
16300.1	53.0808
16500.2	53.0469
16700	52.5684
16900.1	52.4922
17000.1	52.1612
17100.1	52.2573
17200.2	51.9943
17300.2	51.9018
17400.2	51.9453
17500.1	51.628
17600.1	51.6309
17700.1	51.6654
17800.1	51.4049
17900.2	51.385
18000.2	51.2082
18100.2	51.085
18200.2	51.0987
