32800.3	4.74153
32900.3	4.74303
33000.2	4.74509
33100.2	4.74656
33200.2	4.74813
33300.3	4.74962
33400.3	4.75109
33500.3	4.75262
33600.3	4.75403
33700.2	4.75554
33800.2	4.75707
33900.2	4.75854
34000.2	4.76012
34100.3	4.76149
34200.3	4.76262
34300.3	4.76428
34400.3	4.76584
34500.2	4.76721
34600.2	4.76843
34700.2	4.7698
34800.3	4.77115
34900.3	4.77235
35000.3	4.77378
35200.4	4.77645
35400.2	4.77908
35600.3	4.7817
35800.3	4.78423
35900.3	4.78526
36000.4	4.78654
36100.2	4.78776
36200.2	4.78896
36300.3	4.79029
36400.3	4.79127
36500.3	4.79266
36600.3	4.79387
36700.4	4.79531
36800.2	4.7962
36900.2	4.79722
37000.2	4.79833
37100.3	4.79954
37200.3	4.8008
37300.3	4.80182
37400.3	4.80278
37500.4	4.80391
37600.2	4.80501
37700.2	4.806
37800.3	4.80719
37900.3	4.80834
38000.3	4.80938
38100.3	4.81035
38300.4	4.81225
38500.2	4.81437
38700.3	4.81637
38800.3	4.81727
38900.3	4.81833
39000.4	4.81942
39100.4	4.82048
39200.2	4.8213
39300.3	4.8223
39400.3	4.82336
39500.3	4.82419
39600.3	4.825
39700.4	4.82597
39800.4	4.8271
39900.2	4.82793
40000.2	4.82877
40100.3	4.82974
40200.3	4.83074
40300.3	4.83162
40400.3	4.83232
40500.4	4.83313
40600.4	4.83415
40700.2	4.83504
40800.3	4.83566
40900.3	4.83672
41000.3	4.83765
41100.3	4.83836
41200.4	4.83914
41300.4	4.83998
41400.4	4.84103
41500.2	4.84159
41600.3	4.84235
41800.3	4.84401
42000.4	4.8455
42200.4	4.84707
42300.3	4.8479
42400.3	4.84875
42500.3	4.84936
42600.3	4.85016
42700.4	4.85078
42800.4	4.85184
42900.4	4.85256
43000.2	4.85298
43100.3	4.85381
43200.3	4.85447
43300.3	4.85502
43400.3	4.8561
43500.4	4.85655
43600.4	4.85711
43700.4	4.85781
43800.3	4.85863
43900.3	4.8594
44000.3	4.86026
44100.3	4.86077
44200.4	4.86133
44300.4	4.86204
44400.4	4.86279
44500.4	4.86331
44600.3	4.86386
44700.3	4.86474
44900.3	4.86589
45100.4	4.86727
45300.4	4.86847
45500.3	4.86944
45600.3	4.87011
45700.4	4.87077
45800.4	4.87165
45900.4	4.87203
46000.4	4.87251
46100.3	4.87319
46200.3	4.87361
46300.3	4.87426
46400.3	4.87489
46500.4	4.87537
46600.4	4.87597
46700.4	4.87655
46800.4	4.87706
46900.3	4.87753
47000.3	4.87804
47100.3	4.87877
47200.4	4.87918
47300.4	4.87968
47400.4	4.88017
47500.4	4.88089
47600.4	4.88126
47800.3	4.8823
48000.4	4.88349
48200.4	4.88446
48400.5	4.88536
48500.3	4.88583
48600.3	4.88616
48700.4	4.88693
48800.4	4.8873
48900.4	4.88777
49000.4	4.88806
49100.5	4.88867
49200.3	4.88894
49300.3	4.88962
49400.3	4.89002
49500.4	4.89074
49600.4	4.89115
49700.4	4.89139
49800.4	4.89177
